लगानीसम्बन्धी आठ कानूनमा एकै पटक गरिएको सुधारले सरकारको लगानीमैत्री वातावरण निर्माण गर्ने प्रतिबद्धताको पुनः पुष्टि भएको छ।	The government's commitment to creating an investment-friendly environment has been reaffirmed with the reform in eight laws related to investment at a time.
मुलुकमा संघीय लोकतान्त्रिक गणतन्त्र घोषणा भएको आज सोलह वर्ष पूरा भएको छ।	Sixteen years have been completed today since the Federal Democratic Republic was declared in the country.
यस अवधिमा आर्थिक तथा सामाजिक क्षेत्रमा हासिल भएका मुख्य उपलब्धिहरू प्रस्तुत गर्न अनुमति चाहन्छु।	Let me present the main achievements in the economic and social sectors during this period.
आर्थिक वर्ष २०६४/६५ मा रु. ८ खर्ब १५ अर्ब रहेको कुल गार्हस्थ उत्पादन चालु आर्थिक वर्षमा रु. ५७ खर्ब ५ अर्ब हुने अनुमान छ।	Gross Domestic Product of the current fiscal year is estimated to be Rs. 5 trillion 705 billion which was Rs. 815 billion in the fiscal year 2007/08.  
प्रति व्यक्ति राष्ट्रिय आय अमेरिकी डलर ४९१ बाट बढेर १ हजार ४५६ पुगेको छ।	Per capita national income increased from US$491 to US$1,456.
विद्युत् उत्पादन ७ सय मेगावाटबाट ३ हजार ६० मेगावाट पुगेको छ।	Electricity production has increased from 700 megawatts to 3,600 megawatts.
यसबीच ५६.१ प्रतिशतबाट बढेर ९८ प्रतिशत जनसंख्यामा विद्युत् सेवाको पहुँच पुगेको छ।	In the meantime, the percentage of population with access to electricity services has increased from 56.1 percent to 98 percent.
२०0८ सालमा कालोपत्रे सडक ५,४०० किलोमिटर रहेकोमा हाल १८,२४१ किलोमिटर पुगेको छ।	There were 5,400 km black-topped roads in the year 2008 which has now reached 18,241 km.
६१ जिल्ला सडक सञ्जालमा जोडिएकोमा हाल मुलुकका सबै जिल्ला राष्ट्रिय सडक सञ्जालमा जोडिएका छन्।	All the districts of the country are currently connected to the national road network while 61 districts were connected to the road network at that time.
मुलुकमा सबै स्तरका गरी १ लाख ५ हजार किलोमिटर सडक रहेको छ।	There are 150,000 kilometers of all types of roads in the country.
२०६५ सालमा वाणिज्य बैंकका ५ सय ९१ शाखा रहेकोमा हाल ५ हजार ४२ शाखा सञ्चालनमा रहेका छन्।	Currently 5,042 branches of commercial banks are in operation while there were 591 branches in 2008.
गणतन्त्र स्थापनापछि मुलुकमा स्रोत र साधनको वितरण समानतामा उन्मुख हुँदै गएको छ।	After the establishment of the Republican system, the distribution of means and resources in the country is moving towards equality.
नेपाल जीवनस्तर सर्वेक्षण २०६०/६१ मा असमानता गणना गर्दा जिनी सूचकांक ०.४१ रहेकोमा पछिल्लो सर्वेक्षणमा सुधार भई ०.३० कायम भएको छ।	The Gini coefficient, which calculates inequality was 0.41 in the Nepal Living Standards Survey of 2003/04, has improved to 0.30 in the latest survey.
२०६५ सालमा निरपेक्ष गरिबी ३०.८ प्रतिशत रहेकोमा हाल घटेर २०.३ प्रतिशत पुगेको छ।	Absolute poverty was 30.8 percent in 2008 which has decreased to 20.3 percent.
त्यसैगरी, मानव विकास सूचकांक ०.५०५ बाट बढेर ०.६०२ कायम भएको छ।	Similarly, the Human Development Index has increased from 0.505 to 0.602.
नेपालको औसत आयु ६०.७ वर्षबाट बढेर ७१.३ वर्ष पुगेको छ।	The average life expectancy of Nepalis has increased from 60.7 years to 71.3 years.
साक्षरता दर ५८ प्रतिशतबाट बढेर ७६.२ प्रतिशत पुगेको छ।	Literacy rate has increased from 58 percent to 76.2 percent.  
आधारभूत खानेपानीको पहुँच ४५ बाट बढेर ९७ प्रतिशत जनसंख्यामा पुगेको छ।	Access to basic drinking water has increased from 45 to 97 percent of the population.
संवत् २०६४ मा शिशु मृत्यु दर प्रति हजार जीवित जन्ममा ४८ रहेकोमा हाल २१ मा झरेको छ।	The infant mortality rate has decreased from 48 per thousand live births in 2008 to 21 per thousand at present.
त्यसैगरी, पाँच वर्ष मुनिको बाल मृत्यु दर प्रति हजार ६१ बाट ३३ मा र मातृ मृत्यु दर प्रति लाख २८१ बाट १५१ मा झरेको छ।	Similarly, the child mortality rate under five years has decreased from 61 to 33 per thousand and the maternal mortality rate has decreased from 281 to 151 per hundred thousand.
सार्वजनिक क्षेत्रमा महिला लगायत सीमांतकृत समुदायको सहभागिता व्यापक रूपमा बढेको छ।	Participation of marginalized communities, including women, in the public sector has increased significantly.
२०५६ सालको निर्वाचनमा तत्कालीन प्रतिनिधि सभामा महिलाको प्रतिनिधित्व ५.९ प्रतिशत रहेकोमा पछिल्लो निर्वाचनबाट प्रतिनिधित्व ३३.१ प्रतिशत पुगेको छ।	The representation of women in the House of Representatives was 5.9 percent in the 1999 election, which has reached 33.1 percent in the latest election.
२०५४ सालमा भएको निर्वाचनबाट स्थानीय निकायमा महिलाको उपस्थिति ११.८ प्रतिशत रहेकोमा स्थानीय तहको पछिल्लो निर्वाचनबाट ४१.२ प्रतिशत पुगेको छ।	The representation of women in local bodies was 11.8 percent in the 1997 elections which has increased to 41.2 percent from the last local level elections.
गणतन्त्र घोषणाको समयमा निजामती सेवामा महिलाको सहभागिता १२ प्रतिशत रहेकोमा हाल २८.५ प्रतिशत पुगेको छ।	Women's participation in the civil service has increased from 12 percent at the time of the declaration of the Republican system to 28.5 percent now.
लैङ्गिक असमानता सूचकांक ०.५३२ बाट सुधार भई ०.४५२ पुगेको छ।	The gender inequality index has improved from 0.532 to 0.452.
घरजग्गामा महिलाको स्वामित्व २३.९ प्रतिशत पुगेको छ।	Women's land ownership has reached 23.9 percent.
यस अवधिमा महिला, आदिवासी जनजाति, मधेसी, दलित, अपांगता भएका र पछाडि परेका क्षेत्रका गरी २४ हजार १५२ व्यक्तिहरू निजामती सेवामा प्रवेश गरेका छन्।	During this period, 24,152 people from women, indigenous people, ethnic groups, Madhesi, Dalit, disabled and backward areas have joined the civil service.
गणतन्त्र स्थापनापछि विभिन्न क्षेत्रमा उल्लेखनीय उपलब्धि हासिल भए तापनि हामीले अपेक्षा गरेको स्तरको विकासका लागि यी मात्र पर्याप्त छैनन्।	Although significant achievements have been made in various sectors since the establishment of the Republican system, these are not sufficient for the rapid development that we have expected.
संविधान निर्माणमा लागेको लामो समय, राजनीतिक संक्रमण, भूकम्प, कोभिड-१९ जस्ता आन्तरिक र बाह्य घटनाहरूका कारण हाम्रो विकासको गति तीव्र हुन सकेन।	Our pace of development could not accelerate due to spending long time in drafting the constitution, internal as well as external events such as political transition, the earthquake and the Covid-19 pandemic. 
गुणस्तरीय पूर्वाधारको कमी, दक्ष जनशक्तिको न्यूनता तथा उत्पादन, उत्पादकत्व र रोजगारमा अपेक्षित वृद्धि हुन नसकेका कारण आर्थिक वृद्धिको दर न्यून हुन पुग्यो।	The rate of economic growth has remained low due to the lack of quality infrastructure, the shortage of skilled manpower and inability to achieve the expected increase in production, productivity and employment.
यसबाट गरिबी र असमानतामा अपेक्षित कमी आउन नसकेको ख्याल राख्नुपर्ने देखिएको छ।	Food security and nutrition remained weak hindering expected reductions in poverty and inequality.
अर्थतन्त्रमा लामो समयदेखि संरचनागत चुनौती रहेकोमा पछिल्लो समय सार्वजनिक र निजी लगानी खुम्चिएको, सार्वजनिक वित्तमा असंतुलन बढ्दै गएको, सार्वजनिक ऋण व्यवस्थापन खर्च बढ्दै गएको र पूँजीगत खर्च गर्न क्षमतामा ह्रास आएको कारण थप चुनौती सिर्जना भएको छ।	The long-standing structural challenges in the economy have recently been compounded by shrinking public and private investment, growing imbalances in public finances, rising public debt management costs and declining capital expenditure capacity.
वर्षौंदेखि उस्तै प्रकृतिका समस्या तथा चुनौतीहरू दोहोरिइरहेकाले अर्थतन्त्र र विकास व्यवस्थापनमा देखिएको क्षमताको अभावको दुईचुना बोझ दरो गर्दै सुधारका नयाँ कार्यक्रममार्फत समृद्धिको लक्ष्य हासिल गर्नुपर्ने देखिएको छ।	In the context of witnessing the same nature of problems and challenges recurring over the years, the goal of prosperity must be achieved through a new reform program by breaking the vicious cycle of inadequate capacity witnessed in the economy and development management.
सूचना प्रविधिमा आएको बृद्धि, कृत्रिम बौद्धिकताको बढ्दो प्रयोग र ज्ञानमा आधारित अर्थतन्त्रको विकास भइरहेको सन्दर्भमा नेपालको अर्थतन्त्रले नयाँ पुस्ता अनुकूलको आर्थिक सुधारको माग गरेको छ।	In the context of the revolution in information technology, the increasing use of artificial intelligence and the development of a knowledge-based economy, Nepal's economy demands economic reforms suitable for the new generation.
युवा पुस्ताले अपेक्षा गरेअनुरूप कौशलयुक्त ज्ञान, सीप, नवप्रवर्तन र उद्यमशीलता बढाउन आवश्यक छ।	There is a need to develop expertise, knowledge, skills, innovation and entrepreneurship as expected by the young generation.
सन् २०२६ मा विकासोन्मुख राष्ट्रमा स्तरोन्नति भएपश्चात् लक्षणीय रणनीति, सन् २०३० सम्म दिगो विकास लक्ष्य हासिल गर्न अन्तर्राष्ट्रिय प्रतिबद्धता र मध्यम आय भएको राष्ट्रको स्तरमा पुग्ने राष्ट्रिय लक्ष्यलाई दृष्टिगत गरी आगामी आर्थिक वर्षमा आर्थिक सुधारलाई तीव्रता दिइनेछ।	Economic reforms will be accelerated in the coming fiscal year considering the strategy to be adopted after graduating to a developing country in 2026, the international commitment to achieve sustainable development goals by 2030, and the national goal of reaching the level of a middle-income country.
अब म मुलुकको वर्तमान आर्थिक अवस्था र चालू आर्थिक वर्षको बजेट कार्यान्वयनको समीक्षा संक्षेपमा प्रस्तुत गर्न चाहन्छु।	Now, I will briefly present the review of the current economic scenario of the country and the implementation of the budget for the current fiscal year.
उपभोक्ता मागमा कमी आउनु, कर्जाको विस्तार न्यून हुनु, उत्पादनमूलक क्षेत्र न्यून क्षमतामा सञ्चालन हुनु र वस्तुको आयातमा कमी आउनु लगायतका कारण आर्थिक गतिविधिमा अपेक्षित विस्तार हुन नसकेकाले चालू आर्थिक वर्षमा आर्थिक वृद्धिदर उत्पादकको मूल्यमा ३.९ प्रतिशत मात्र हुने प्रारम्भिक अनुमान छ।	The preliminary estimate of economic growth in the current fiscal year is 3.9 percent only due to the decrease in consumer demand, low credit expansion, low utilization of the production capacity of the manufacturing sector and decrease in the import of goods.
चालू आर्थिक वर्षको चैत महिनामा औसत मूल्य वृद्धिदर ४.६ प्रतिशतमा सीमित रहेको छ।	The average inflation is limited to 4.6 percent in the mid-April of the current fiscal year.
चालू आर्थिक वर्षको चैतसम्म आयात २.८ प्रतिशतले र निर्यात ३.७ प्रतिशतले घटेको छ।	Imports have decreased by 2.8 percent and exports by 3.7 percent until the end of March of the current fiscal year.
शोधनान्तर स्थिति रु. ३ खर्ब ६५ अर्बले बचतमा रहेको छ।	Balance of Payment is surplus by Rs. 365 billion.
विदेशी मुद्राको सञ्चिति १२.५ महिनाको वस्तु र सेवा आयात धान्न पर्याप्त रहेको छ।	Foreign exchange reserves are sufficient to cover 12.5 months of merchandise goods and services imports.
मुद्रास्फीति दर १९.८ प्रतिशत रहेको छ।	The growth rate of remittances is 19.8 percent.
आर्थिक वर्ष २०८०/८१ मा कुल सरकारी खर्च रु. १५ खर्ब ३० अर्ब ३५ करोड अर्थात् विनियोजनको ८७.४ प्रतिशत हुने संशोधित अनुमान छ।	The revised total public expenditure for the fiscal year 2023/24 is estimated to be Rs. 1 trillion 530 billion 350 million, accounting for 87.4 percent of the original estimate.
कुल सरकारी खर्चमध्ये चालू खर्च रु. १० खर्ब ६७ अर्ब ४९ करोड अर्थात् विनियोजनको ९३.५ प्रतिशत, पूँजीगत खर्च रु. २ खर्ब १५ अर्ब ३० करोड अर्थात् विनियोजनको ७१.३ प्रतिशत र वित्तीय व्यवस्थापनतर्फ रु. २ खर्ब ४७ अर्ब ५५ करोड अर्थात् विनियोजनको ८०.५ प्रतिशत खर्च हुने संशोधित अनुमान छ।	Out of this, the revised recurrent expenditure, capital expenditure and financing are estimated to be Rs. 1 trillion 067 billion 490 million (93.5 percent), Rs. 215 billion 300 million (71.3 percent) and Rs. 247 billion 550 million (80.5 percent) respectively.
चालू आर्थिक वर्ष राजस्व संकलन रु. १२ खर्ब ५३ अर्ब ५२ करोड संशोधित हुने अनुमान छ, यो लक्ष्यको तुलनामा ८८.१ प्रतिशत हो।	The revised estimate for revenue collection in the current fiscal year is estimated to be 1 trillion 253 billion 520 million, which is 88.1 percent of the initial target.
वैदेशिक अनुदानतर्फ रु. ३४ अर्ब ३४ करोड र वैदेशिक ऋण रु. १ खर्ब ४५ अर्ब ४४ करोड परिचालन हुने संशोधित अनुमान छ।	The revised estimate to mobilize foreign grants and loans is Rs. 34 billion 340 million and Rs. 145 billion 440 million respectively.
चालू आर्थिक वर्षको लागि खर्च यथाशक्य आन्तरिक ऋणबाट रु. २ खर्ब ४० अर्ब यथानुसार गर्ने अनुमान रहेकोमा वैशाखसम्म रु. १ खर्ब ९१ अर्ब उठाइएको छ।	Out of the domestic borrowings target of Rs. 240 billion for the current fiscal year, Rs. 191 billion has been raised by the mid-May 2024.चालू आर्थिक वर्षको मन्त्रालय र निकायगत बजेट विनियोजन र खर्चको गति विवरण, मुलुकको प्रमुख आर्थिक-सामाजिक परिसूचक र तथ्या‌ंको समावेश भएको आर्थिक सर्वेक्षण र सार्वजनिक संस्थानको गति समेत गरेको विवरण सम्मानित सदन समक्ष पेश गरिसकेको छु।
सम्माननीय महोदय,	Right Honourables,
आगामी कार्यदिशा स्पष्ट हुने गरी बजेटका पाँच उद्देश्य, पाँच प्राथमिकता, आर्थिक सुधारका पाँच रणनीति र पाँच प्राथमिकता क्षेत्रका कार्यक्रम प्रस्तुत गर्न अनुमति चाहन्छु।	Let me present the five objectives of the budget, five priorities, five strategies for economic reform and five transformative sector programs in a way to have clarity on the future course of action.
बजेटका पाँच उद्देश्यहरू निम्नानुसार रहेका छन्:	The five objectives of the budget are as follows:
उत्पादन, उत्पादकत्व र रोजगारी वृद्धि गर्ने।	To increase production, productivity and employment.
निजी क्षेत्रको मनोबल बढाउँदै लगानी वृद्धि गर्ने र आर्थिक गतिविधिमा तीव्रता ल्याउने।	To increase investment by enhancing private sector morale, and accelerate economic activity.
मानव संसाधन विकास गर्ने।	To develop human resources.
सार्वजनिक सेवा प्रवाहलाई प्रभावकारी बनाउने।	To make public service delivery effective.
बजेटका पाँच प्राथमिकता यस प्रकार निर्धारण गरेका छन्:	I have set five priorities of the budget as follows:
आर्थिक सुधार र निजी क्षेत्रको प्रवर्द्धन,	Economic reforms and promotion of the private sector,
कृषि, ऊर्जा, सूचना प्रविधि, पर्यटन, औद्योगिक विकास तथा पूर्वाधार निर्माण,	Agriculture, energy, information technology, tourism, industrial and infrastructure development,
शिक्षा, स्वास्थ्य लगायत सामाजिक क्षेत्रको विकास,	Development of social sectors including education, health
समावेशिता र सामाजिक सुरक्षा,	Inclusivity and Social Security, 
सुशासन प्रवर्द्धन तथा सार्वजनिक सेवा प्रवाहमा सुधार।	Promotion of good governance and improvement in public service delivery.
अब म आर्थिक सुधारका पाँच रणनीति प्रस्तुत गर्दछु:	Now, I present five strategies for economic reforms:
राष्ट्रिय अर्थतन्त्रको सम्भावनाको विश्लेषणको आधारमा आर्थिक वृद्धिका प्रमुख संवाहक क्षेत्र पहिचान गरी उच्च दरको आर्थिक वृद्धि हासिल गर्न र एकीकृत आर्थिक कोरिडोर विकास, डिजिटल अर्थतन्त्रको विस्तार र हरित अर्थतन्त्रको आधार निर्माण गर्न नयाँ चरणको आर्थिक सुधार कार्यक्रम अगाडि बढाइनेछ।	A new phase of economic reform program will be launched to achieve a high rate of economic growth by identifying the main drivers of economic growth, developing integrated economic corridors, expanding the digital economy and building the foundation of the green economy based on the analysis of potentiality of the national economy
यस सन्दर्भमा सिफारिस गर्न एक उच्चस्तरीय आर्थिक सुधार सुझाव आयोग गठन गरिनेछ।	A high-level Economic Reforms Recommendation Commission will be formed to make recommendations in this regard.
उद्योग र लगानी सम्बन्धी कानून परिमार्जन, नीतिगत स्थायित्व एवं लगानी सुरक्षाको सुनिश्चितता, क्रेडिट रेटिङ, त्रिपक्षीय लगानी र दोहोरो करसम्बन्धी सम्झौता, प्रविधि हस्तान्तरण वापत विदेशमा लैजान पाउने सेवा शुल्कको सीमा वृद्धि, विदेशमा प्रविधि हस्तान्तरण गरी आर्जित आयलाई निश्चित सीमासम्म पुनः विदेशमा लगानी गर्न पाउने व्यवस्था र स-सानो पूँजी संकलन गरी उद्यम तथा पूर्वाधार विकासमा लगानी गर्न कम्पनी स्थापना गर्न निजी क्षेत्रलाई प्रोत्साहित गरी व्यावसायिक वातावरणमा सुधार गरिनेछ।	Business environment will be improved by amending laws related to industry and investment, ensuring policy stability, investment security, conducting country rating, concluding bilateral investment and double tax avoidance agreements, increasing the limit of service fees that can betaken abroad for technology transfer, permitting to reinvest the income earned by technology transfer abroad up to a certain limit, encouraging the private sector to establish companies by collecting small capital to invest in enterprise and infrastructure development. 
कर प्रणालीमा सुधार एवं नीतिगत स्थायित्व, वित्तीय र मौद्रिक नीतिबीचको तालमेल, सार्वजनिक ऋणको दिगोपन, वित्तीय क्षेत्रको स्थायित्व र पूँजी परिचालन अभिवृद्धि, मितव्ययी र परिणाममुखी सार्वजनिक खर्च व्यवस्थापन र उद्देश्यमुखी वित्तीय हस्तान्तरण सुनिश्चित हुने गरी सार्वजनिक वित्त प्रणालीमा सुधार गरिनेछ।	The Public finance Management reform will be carried out by reforming the tax system, ensuring policy stability, aligning fiscal and monetary policy, securing public debt sustainability, maintaining financial sector stability and enhancing capital mobilisation, and result-oriented public expenditure management and targeted fiscal transfer. 
दोस्रो वित्तीय क्षेत्र विकास रणनीति तर्जुमा एवं कार्यान्वयन, डिजिटल भुक्तानीको प्रवर्द्धन, केन्द्रीय बैंक डिजिटल करेन्सी तयार गर्ने, औपचारिक क्षेत्रमा आर्थिक गतिविधिको विस्तार, हरित वित्त लगायतका नवीनतम वित्तीय उपकरणको उपयोग गर्नेगरी वित्तीय क्षेत्र सुधारका कार्यक्रम अगाडि बढाइनेछ।	The second financial sector development strategy will be formulated and implemented promoting digital payments, preparing the central bank digital currency, expanding economic activities in the formal sector and advancing financial sector reforms by utilizing innovative instruments such as green finance.
सार्वजनिक प्रशासनको संरचनागत, कार्यात्मक र व्यवहारगत सुधार एवं सेवा प्रवाहमा सूचना प्रविधिको अधिकतम उपयोग गरी सार्वजनिक क्षेत्रमा सुशासन प्रवर्द्धन गरिनेछ।	Good governance will be promoted in the public sector by maximising the utilisation of information technology in the structural, functional and behavioural reforms of public administration and service delivery. 
आगामी आर्थिक वर्षमा सार्वजनिक उपरदायित्व र स्वार्थको द्वन्द्वसम्बन्धी कानून तर्जुमा गरिनेछ।	Law related to public accountability and conflict of interest will be formulated in the coming fiscal year
नेपालको संविधानको धारा ६० अनुसार वित्तीय हस्तान्तरणसम्बन्धी विवरण प्रस्तुत गर्न अनुमति चाहन्छु।	Let me present the details of fiscal transfer as provisioned in Article 60 of the Constitution of Nepal.
राष्ट्रिय प्राकृतिक स्रोत तथा वित्त आयोगको सिफारिशका आधारमा वित्तीय समानीकरण अनुदान प्रदेशको लागि रु. ६० अर्ब र स्थानीय तहको लागि रु. ८८ अर्ब हस्तान्तरण गर्ने व्यवस्था मिलाएको छु।	I have provisioned the fiscal equalisation grants to transfer Rs. 60 billion to provinces and Rs. 88 billion to local levels based on the recommendations of the National Natural Resources and Fiscal Commission.
सशर्त अनुदान प्रदेशको लागि रु. २५ अर्ब ८४ करोड र स्थानीय तहको लागि रु. २ खर्ब ८ अर्ब ८८ करोड गरी जम्मा रु. २ खर्ब ३४ अर्ब ७३ करोड हस्तान्तरणको लागि विनियोजन गरेको छु।	I have allocated Rs. 25 billion 840 million for provinces and Rs. 208 billion 880 million for local levels, totalling Rs. 234 billion 730 million as conditional grants.
प्रदेश र स्थानीय तहलाई पूर्वाधारका आयोजना कार्यान्वयन गर्न समपूरक अनुदान बमोजिम रु. ६ अर्ब २० करोड र रु. ७ अर्ब विनियोजन गरेको छु।	I have allocated Rs. 6 billion 200 million and 7 billion to provinces and local levels respectively as supplementary grants to implement the infrastructure projects.
विशेष अनुदान प्रदेशको लागि रु. ४ अर्ब ४० करोड र स्थानीय तहको लागि रु. ८ अर्ब ५० करोड विनियोजन गरेको छु।	I have allocated Rs. 4 billion 400 million and Rs. 8 billion 500 million to provinces and local levels respectively as special grants.
सशर्त, समपूरक, र विशेष अनुदान कार्यसम्पादनका आधारमा हस्तान्तरण गर्ने व्यवस्था मिलाएको छु।	I have arranged the transfer of conditional, supplementary and special grants based on performance.
प्रदेश र स्थानीय तहमा राजस्व बाँडफाँटबाट रु. १ खर्ब ५९ अर्ब हस्तान्तरण हुने अनुमान छ।	It is estimated that Rs. 159 billion will be transferred to provinces and local levels through revenue sharing.
राजस्व बाँडफाँट र अनुदान गरेर प्रदेश र स्थानीय तहमा आगामी आर्थिक वर्षमा रु. ५ खर्ब ६७ अर्ब हस्तान्तरण हुने अनुमान छ।	It is estimated that Rs. 567 billion will be transferred to provinces and local levels including revenue sharing and grants.
कृषि उपजको उचित मूल्य र बजार सुनिश्चित गर्न सरकार, किसान र व्यवसायी सहभागी हुने गरी करार खेती प्रवर्द्धन गरिनेछ।	Contract farming will be promoted such that the government, farmers and businessmen participate to ensure fair price and market for agricultural produce.
कृषि उपज संकलन, प्रशोधन र निर्यात गर्न फर्मले स्थानीय कृषकलाई आवश्यक पर्ने मल, बीउ तथा अन्य सामग्री प्रदान गरी कृषि उत्पादन खरिद गर्न सुनिश्चित गरेमा उत्पादित उपजको परिमाणको आधारमा मल, बीउ, कृषि प्रसार सेवा र कर्जामा ब्याज अनुदान प्रदान गरिनेछ।	Interest subsidies on fertilizers, seeds, agricultural extension services, and loans will be provided based on the quantity of produce generated, if a firm engaged in the collection, processing, and export of agricultural produce ensures the purchase of agricultural products from local farmers by supplying them with necessary fertilizers, seeds, and other materials.
सरकारी, सार्वजनिक, नदी उकास र निजी स्वामित्वमा रहेको बाँझो जमिन स्थानीय तहमा अभिलेखीकरण गरी कृषि बाली, फलफूल, तरकारी, घाँसेबाली, जडीबुटी, पशुपक्षी पालन र मत्स्यपालनमा उपयोग गर्न सकिने व्यवस्था मिलाइनेछ।	Barren land under the ownership of government, public sector, private sector along with river basins will be recorded at the local level.
सामूहिक खेती प्रवर्द्धन गर्न सरकारी जमिन लिजमा उपलब्ध गराउने व्यवस्था मिलाइनेछ।	Arrangements will be made to provide government land on lease to promote collective farming.
हिमाल र पहाडमा ५० रोपनी र तराईमा १० बिघाभन्दा बढी जमिन एकीकरण र चक्लाबन्दी गरी व्यावसायिक रूपमा सामूहिक खेती, पशुपक्षी पालन एवं जडीबुटी खेती गर्ने व्यक्ति, फर्म तथा सहकारीलाई ब्याज अनुदान, प्राविधिक सहयोग र मेसिनरी आयातमा कर छुट प्रदान गरिनेछ।	Interest subsidy, technical support and tax exemption on machinery import will be provided to the individuals, firms and cooperatives engaged in commercial collective farming, animal husbandry and medicinal herbs cultivation by consolidating and pooling more than 50 ropanis in the mountains and hills and more than 10 bighas in the Terai.
मसिनो तथा वासनादार धान, उखु, मकै, दूध, माछा, मासु, कफी, चिया, अदुवा, बेसार, अकबरे खुर्सानी, प्याज, आलु लगायतका कृषि बालीको उत्पादन प्रवर्द्धन गर्न उत्तम बीउ, सिंचाइ लगायतमा अनुदान उपलब्ध गराई उत्पादित उपजको बजार सुनिश्चित गरिनेछ।	The market for the produce will be ensured by providing subsidies for high yielding seeds, irrigation etc., to promote the production of agricultural crops including slender-grained and aromatic rice, sugarcane, maize, milk, fish, meat, coffee, tea, ginger, turmeric, akabare chilli, onion and potatoes.
चैतेधान र हिउँदे मकै विस्तारका साथै रैथाने बालीको उत्पादन तथा उपभोग प्रवर्द्धनका लागि आवश्यक रकम विनियोजन गरेको छु।	I have allocated necessary funds for the expansion of spring paddy and winter maize as well as for the production and consumption of indigenous (Raithane) crops.
